2016-06-19,158
2016-06-20,166
2016-06-21,170
2016-06-22,182
2016-06-23,167
2016-06-24,156
2016-06-25,175
2016-06-26,199
2016-06-27,180
2016-06-28,185
2016-06-29,156
2016-06-30,154
2016-07-01,169
2016-07-02,167
2016-07-03,189
2016-07-04,155
2016-07-05,165
2016-07-06,190
2016-07-07,184
2016-07-08,167
2016-07-09,170
2016-07-10,168
2016-07-11,179
2016-07-12,164
2016-07-13,150
2016-07-14,185
2016-07-15,139
2016-07-16,189
2016-07-17,198
2016-07-18,193
2016-07-19,161
2016-07-20,169
2016-07-21,170
2016-07-22,174
2016-07-23,147
2016-07-24,179
2016-07-25,166
2016-07-26,174
2016-07-27,173
2016-07-28,191
2016-07-29,168
2016-07-30,159
2016-07-31,153
2016-08-01,157
2016-08-02,135
2016-08-03,196
2016-08-04,140
2016-08-05,183
2016-08-06,194
2016-08-07,177
2016-08-08,161
2016-08-09,180
2016-08-10,145
2016-08-11,189
2016-08-12,184
2016-08-13,160
2016-08-14,157
2016-08-15,166
2016-08-16,164
2016-08-17,194
2016-08-18,199
2016-08-19,157
2016-08-20,191
2016-08-21,171
2016-08-22,185
2016-08-23,156
2016-08-24,165
2016-08-25,191
2016-08-26,154
2016-08-27,167
2016-08-28,176
2016-08-29,173
2016-08-30,176
2016-08-31,191
2016-09-01,155
2016-09-02,165
2016-09-03,175
2016-09-04,174
2016-09-05,176
2016-09-06,183
2016-09-07,184
2016-09-08,158
2016-09-09,183
2016-09-10,152
2016-09-11,158
2016-09-12,173
2016-09-13,161
2016-09-14,169
2016-09-15,165
2016-09-16,205
2016-09-17,195
2016-09-18,209
2016-09-19,162
2016-09-20,183
2016-09-21,155
2016-09-22,185
2016-09-23,179
2016-09-24,160
2016-09-25,160
2016-09-26,170
2016-09-27,144
2016-09-28,179
2016-09-29,187
2016-09-30,156
2016-10-01,179
2016-10-02,186
2016-10-03,166
2016-10-04,177
2016-10-05,142
2016-10-06,178
2016-10-07,147
2016-10-08,182
2016-10-09,139
2016-10-10,188
2016-10-11,178
2016-10-12,160
2016-10-13,187
2016-10-14,197
2016-10-15,185
2016-10-16,162
2016-10-17,157
2016-10-18,155
2016-10-19,168
2016-10-20,206
2016-10-21,192
2016-10-22,189
2016-10-23,162
2016-10-24,185
2016-10-25,176
2016-10-26,179
2016-10-27,187
2016-10-28,175
2016-10-29,174
2016-10-30,174
2016-10-31,166
2016-11-01,153
2016-11-02,192
2016-11-03,190
2016-11-04,165
2016-11-05,168
2016-11-06,167
2016-11-07,206
2016-11-08,169
2016-11-09,162
2016-11-10,134
2016-11-11,205
2016-11-12,193
2016-11-13,157
2016-11-14,153
2016-11-15,155
2016-11-16,147
2016-11-17,199
2016-11-18,171
2016-11-19,170
2016-11-20,193
2016-11-21,176
2016-11-22,175
2016-11-23,158
2016-11-24,171
2016-11-25,191
2016-11-26,183
2016-11-27,173
2016-11-28,172
2016-11-29,182
2016-11-30,180
2016-12-01,153
2016-12-02,171
2016-12-03,180
2016-12-04,181
2016-12-05,174
2016-12-06,173
2016-12-07,168
2016-12-08,169
2016-12-09,156
2016-12-10,179
2016-12-11,174
2016-12-12,179
2016-12-13,162
2016-12-14,153
2016-12-15,166
2016-12-16,172
2016-12-17,174
2016-12-18,173
2016-12-19,160
2016-12-20,153
2016-12-21,158
2016-12-22,162
2016-12-23,170
2016-12-24,168
2016-12-25,194
2016-12-26,162
2016-12-27,188
2016-12-28,193
2016-12-29,154
2016-12-30,183
2016-12-31,167
2017-01-01,141
2017-01-02,167
2017-01-03,150
2017-01-04,161
2017-01-05,160
2017-01-06,173
2017-01-07,179
2017-01-08,186
2017-01-09,173
2017-01-10,172
2017-01-11,169
2017-01-12,182
2017-01-13,166
2017-01-14,174
2017-01-15,160
2017-01-16,173
2017-01-17,160
2017-01-18,186
2017-01-19,163
2017-01-20,189
2017-01-21,165
2017-01-22,158
2017-01-23,161
2017-01-24,164
2017-01-25,168
2017-01-26,181
2017-01-27,160
2017-01-28,177
2017-01-29,163
2017-01-30,165
2017-01-31,171
2017-02-01,186
2017-02-02,185
2017-02-03,185
2017-02-04,180
2017-02-05,178
2017-02-06,179
2017-02-07,183
2017-02-08,179
2017-02-09,166
2017-02-10,184
2017-02-11,151
2017-02-12,145
2017-02-13,170
2017-02-14,138
2017-02-15,176
2017-02-16,165
2017-02-17,168
2017-02-18,188
2017-02-19,176
2017-02-20,190
2017-02-21,196
2017-02-22,179
2017-02-23,175
2017-02-24,179
2017-02-25,181
2017-02-26,175
2017-02-27,163
2017-02-28,186
2017-03-01,164
2017-03-02,173
2017-03-03,194
2017-03-04,167
2017-03-05,175
2017-03-06,175
2017-03-07,190
2017-03-08,151
2017-03-09,175
2017-03-10,191
2017-03-11,161
2017-03-12,171
2017-03-13,170
2017-03-14,163
2017-03-15,155
2017-03-16,199
2017-03-17,165
2017-03-18,173
2017-03-19,188
2017-03-20,170
2017-03-21,164
2017-03-22,169
2017-03-23,181
2017-03-24,144
2017-03-25,169
2017-03-26,160
2017-03-27,157
2017-03-28,171
2017-03-29,206
2017-03-30,181
2017-03-31,175
2017-04-01,171
2017-04-02,171
2017-04-03,182
2017-04-04,175
2017-04-05,179
2017-04-06,143
2017-04-07,172
2017-04-08,165
2017-04-09,205
2017-04-10,146
2017-04-11,174
2017-04-12,197
2017-04-13,154
2017-04-14,171
2017-04-15,181
2017-04-16,165
2017-04-17,181
2017-04-18,178
2017-04-19,183
2017-04-20,150
2017-04-21,184
2017-04-22,183
2017-04-23,184
2017-04-24,167
2017-04-25,169
2017-04-26,174
2017-04-27,181
2017-04-28,170
2017-04-29,166
2017-04-30,191
2017-05-01,182
2017-05-02,201
2017-05-03,159
2017-05-04,159
2017-05-05,191
2017-05-06,171
2017-05-07,182
2017-05-08,162
2017-05-09,189
2017-05-10,169
2017-05-11,157
2017-05-12,162
2017-05-13,172
2017-05-14,176
2017-05-15,203
2017-05-16,175
2017-05-17,148
2017-05-18,159
2017-05-19,165
2017-05-20,160
2017-05-21,154
2017-05-22,213
2017-05-23,156
2017-05-24,171
2017-05-25,187
2017-05-26,160
2017-05-27,160
2017-05-28,131
2017-05-29,178
2017-05-30,205
2017-05-31,160
2017-06-01,193
2017-06-02,182
2017-06-03,178
2017-06-04,156
2017-06-05,157
2017-06-06,153
2017-06-07,155
2017-06-08,159
2017-06-09,153
2017-06-10,158
2017-06-11,189
2017-06-12,163
2017-06-13,189
2017-06-14,163
2017-06-15,134
2017-06-16,157
2017-06-17,164
2017-06-18,139
2017-06-19,166
2017-06-20,150
2017-06-21,177
2017-06-22,178
2017-06-23,195
2017-06-24,174
2017-06-25,167
2017-06-26,173
2017-06-27,176
2017-06-28,142
2017-06-29,159
2017-06-30,152
2017-07-01,165
2017-07-02,220
2017-07-03,183
2017-07-04,163
2017-07-05,187
2017-07-06,179
2017-07-07,189
2017-07-08,149
2017-07-09,158
2017-07-10,145
2017-07-11,203
2017-07-12,169
2017-07-13,169
2017-07-14,148
2017-07-15,174
2017-07-16,155
2017-07-17,170
2017-07-18,176
2017-07-19,163
2017-07-20,182
2017-07-21,176
2017-07-22,198
2017-07-23,176
2017-07-24,172
2017-07-25,174
2017-07-26,152
2017-07-27,146
2017-07-28,184
2017-07-29,161
2017-07-30,168
2017-07-31,164
2017-08-01,177
2017-08-02,172
2017-08-03,170
2017-08-04,182
2017-08-05,184
2017-08-06,147
2017-08-07,149
2017-08-08,164
2017-08-09,175
2017-08-10,174
2017-08-11,188
2017-08-12,154
2017-08-13,181
2017-08-14,165
2017-08-15,164
2017-08-16,167
2017-08-17,180
2017-08-18,170
2017-08-19,159
2017-08-20,172
2017-08-21,193
2017-08-22,182
2017-08-23,186
2017-08-24,184
2017-08-25,143
2017-08-26,195
2017-08-27,167
2017-08-28,161
2017-08-29,158
2017-08-30,180
2017-08-31,162
2017-09-01,180
2017-09-02,173
2017-09-03,183
2017-09-04,163
2017-09-05,178
2017-09-06,165
2017-09-07,146
2017-09-08,168
2017-09-09,175
2017-09-10,186
2017-09-11,190
2017-09-12,190
2017-09-13,180
2017-09-14,172
2017-09-15,165
2017-09-16,170
2017-09-17,177
2017-09-18,156
2017-09-19,169
2017-09-20,187
2017-09-21,181
2017-09-22,155
2017-09-23,165
2017-09-24,177
2017-09-25,179
2017-09-26,199
2017-09-27,140
2017-09-28,166
2017-09-29,176
2017-09-30,178
2017-10-01,165
2017-10-02,104
2017-10-03,68
2017-10-04,69
2017-10-05,68
2017-10-06,69
2017-10-07,68
2017-10-08,69
2017-10-09,68
2017-10-10,69
2017-10-11,68
2017-10-12,69
2017-10-13,68
2017-10-14,69
2017-10-15,68
2017-10-16,69
2017-10-17,68
2017-10-18,69
2017-10-19,68
2017-10-20,69
2017-10-21,68
2017-10-22,69
2017-10-23,68
2017-10-24,69
2017-10-25,68
2017-10-26,69
2017-10-27,68
2017-10-28,69
2017-10-29,68
2017-10-30,69
2017-10-31,68
2017-11-01,69
2017-11-02,68
2017-11-03,69
2017-11-04,68
2017-11-05,69
2017-11-06,68
2017-11-07,69
2017-11-08,68
2017-11-09,69
2017-11-10,68
2017-11-11,69
2017-11-12,68
2017-11-13,69
2017-11-14,68
2017-11-15,69
2017-11-16,68
2017-11-17,69
2017-11-18,68
2017-11-19,69
2017-11-20,68
2017-11-21,69
2017-11-22,68
2017-11-23,69
2017-11-24,68
2017-11-25,69
2017-11-26,68
2017-11-27,69
2017-11-28,68
2017-11-29,69
2017-11-30,68
2017-12-01,69
2017-12-02,68
2017-12-03,69
2017-12-04,68
2017-12-05,69
2017-12-06,68
2017-12-07,69
2017-12-08,68
2017-12-09,69
2017-12-10,68
2017-12-11,69
2017-12-12,68
2017-12-13,69
2017-12-14,68
2017-12-15,69
2017-12-16,68
2017-12-17,69
2017-12-18,68
2017-12-19,69
2017-12-20,68
2017-12-21,69
2017-12-22,68
2017-12-23,69
2017-12-24,68
2017-12-25,69
2017-12-26,68
2017-12-27,69
2017-12-28,68
2017-12-29,69
2017-12-30,68
2017-12-31,69
2018-01-01,68
2018-01-02,69
2018-01-03,68
2018-01-04,69
2018-01-05,68
2018-01-06,69
2018-01-07,68
2018-01-08,69
2018-01-09,68
2018-01-10,69
2018-01-11,68
2018-01-12,69
2018-01-13,68
2018-01-14,69
2018-01-15,68
2018-01-16,69
2018-01-17,68
2018-01-18,69
2018-01-19,68
2018-01-20,69
2018-01-21,68
2018-01-22,69
2018-01-23,68
2018-01-24,69
2018-01-25,68
2018-01-26,69
2018-01-27,68
2018-01-28,69
2018-01-29,68
2018-01-30,69
2018-01-31,68
